genome.position,type,gene,start,end,Operon.ID,strand
2258030,CDS,Rv2009,2257880,2258100,1319,+
2258045,Primary.TSS,Rv2010,2257895,2258115,1319,+
2259285,CDS,Rv2011c,2259215,2259435,1320,-
2259326,CDS,Rv2012,2259176,2259396,1321,+
2260665,CDS,Rv2013,2260515,2260735,1322,+
2261098,CDS,Rv2014,2260948,2261168,1322,+
2263072,Primary.TSS,Rv2015c,2263002,2263222,1323,-
2263390,Primary.TSS,Rv2016,2263240,2263460,1324,+
2263998,CDS,Rv2017,2263848,2264068,1324,+
2265231,Primary.TSS,Rv2018,2265081,2265301,1325,+
2265989,CDS,Rv2019,2265839,2266059,1325,+
2266720,CDS,Rv2020c,2266650,2266870,1326,-
2267504,Primary.TSS,Rv2021c,2267434,2267654,1327,-
2267724,CDS,Rv2022c,2267654,2267874,1327,-
2268257,Primary.TSS,Rv2023c,2268187,2268407,1328,-
2270240,Primary.TSS,Rv2024c,2270170,2270390,1329,-
2271748,CDS,Rv2025c,2271678,2271898,1330,-
2272747,CDS,Rv2026c,2272677,2272897,1331,-
2274508,CDS,Rv2027c,2274438,2274658,1331,-
2275408,CDS,Rv2028c,2275338,2275558,1332,-
2276880,Primary.TSS,Rv2029c,2276810,2277030,1332,-
2278868,Primary.TSS,Rv2030c,2278798,2279018,1332,-
2278965,Primary.TSS,Rv2031c,2278895,2279115,1332,-
2279105,Primary.TSS,Rv2032,2278955,2279175,1333,+
2281082,CDS,Rv2033c,2281012,2281232,1334,-
2281294,CDS,Rv2034,2281144,2281364,1335,+
2281614,CDS,Rv2035,2281464,2281684,1335,+
2282099,CDS,Rv2036,2281949,2282169,1335,+
2283721,CDS,Rv2037c,2283651,2283871,1336,-
2284796,CDS,Rv2038c,2284726,2284946,1336,-
2285641,CDS,Rv2039c,2285571,2285791,1336,-
2286530,CDS,Rv2040c,2286460,2286680,1336,-
2287846,CDS,Rv2041c,2287776,2287996,1336,-
2288681,CDS,Rv2042c,2288611,2288831,1336,-
2289241,Primary.TSS,Rv2043c,2289171,2289391,1336,-
2289599,CDS,Rv2044c,2289529,2289749,1337,-
2291220,CDS,Rv2045c,2291150,2291370,1338,-
2291269,CDS,Rv2046,2291119,2291339,1339,+
2294526,CDS,Rv2047c,2294456,2294676,1340,-
2307195,Primary.TSS,Rv2048c,2307125,2307345,1340,-
2307764,Primary.TSS,Rv2049c,2307694,2307914,1341,-
2307695,Primary.TSS,Rv2050,2307545,2307765,1342,+
2310755,CDS,Rv2051c,2310685,2310905,1343,-
2312517,CDS,Rv2052c,2312447,2312667,1344,-
2313052,Primary.TSS,Rv2053c,2312982,2313202,1344,-
2313125,Primary.TSS,Rv2054,2312975,2313195,1345,+
2314353,CDS,Rv2055c,2314283,2314503,1346,-
2314659,CDS,Rv2056c,2314589,2314809,1346,-
2314825,CDS,Rv2057c,2314755,2314975,1346,-
2315061,CDS,Rv2058c,2314991,2315211,1346,-
2315155,Primary.TSS,Rv2059,2315005,2315225,1347,+
2316279,CDS,Rv2060,2316129,2316349,1347,+
2317085,Primary.TSS,Rv2061c,2317015,2317235,1348,-
2320753,Primary.TSS,Rv2062c,2320683,2320903,1349,-
2320831,Primary.TSS,Rv2063,2320681,2320901,1350,+
2321451,CDS,Rv2064,2321301,2321521,1351,+
2322552,CDS,Rv2065,2322402,2322622,1351,+
2323175,CDS,Rv2066,2323025,2323245,1351,+
2325881,Primary.TSS,Rv2067c,2325811,2326031,1352,-
2326809,Primary.TSS,Rv2068c,2326739,2326959,1352,-
2326941,Primary.TSS,Rv2069,2326791,2327011,1353,+
2328225,CDS,Rv2070c,2328155,2328375,1354,-
2328977,CDS,Rv2071c,2328907,2329127,1354,-
2330146,CDS,Rv2072c,2330076,2330296,1354,-
2330963,CDS,Rv2073c,2330893,2331113,1355,-
2330993,CDS,Rv2074,2331185,2331405,1356,+
2332879,CDS,Rv2075c,2332809,2333029,1357,-
2333288,CDS,Rv2076c,2333218,2333438,1358,-
2334594,CDS,Rv2077A,2334524,2334744,1359,-
2334294,CDS,Rv2077c,2334224,2334444,1360,-
2335040,Primary.TSS,Rv2078,2334890,2335110,1361,+
2335355,CDS,Rv2079,2335205,2335425,1361,+
2337156,Primary.TSS,Rv2080,2337006,2337226,1361,+
2338606,Primary.TSS,Rv2081c,2338536,2338756,1362,-
2338709,CDS,Rv2082,2338559,2338779,1363,+
2340871,CDS,Rv2083,2340721,2340941,1363,+
2341808,CDS,Rv2084,2341658,2341878,1363,+
2343027,CDS,Rv2085,2342877,2343097,1364,+
2343311,CDS,Rv2086,2343161,2343381,1364,+
2343994,CDS,Rv2087,2343844,2344064,1365,+
2344328,Primary.TSS,Rv2088,2344178,2344398,1366,+
2347324,CDS,Rv2089c,2347254,2347474,1367,-
2347373,CDS,Rv2090,2347223,2347443,1368,+
2349323,Primary.TSS,Rv2091c,2349253,2349473,1369,-
2352054,CDS,Rv2092c,2351984,2352204,1370,-
2353029,CDS,Rv2093c,2352959,2353179,1371,-
2353317,Primary.TSS,Rv2094c,2353247,2353467,1371,-
2354315,CDS,Rv2095c,2354245,2354465,1372,-
2355310,CDS,Rv2096c,2355240,2355460,1372,-
2356677,Primary.TSS,Rv2097c,2356607,2356827,1372,-
2358206,CDS,Rv2098c,2358136,2358356,1373,-
2358206,CDS,Rv2099c,2358136,2358356,1373,-
2358389,CDS,Rv2100,2359663,2359883,1374,+
2360164,Primary.TSS,Rv2101,2360014,2360234,1375,+
2363391,CDS,Rv2102,2363241,2363461,1376,+
2364520,CDS,Rv2103c,2364450,2364670,1377,-
2364781,Primary.TSS,Rv2104c,2364711,2364931,1377,-
2365465,CDS,Rv2105,2365315,2365535,1378,+
2365788,CDS,Rv2106,2365638,2365858,1378,+
2366947,Primary.TSS,Rv2107,2366797,2367017,1379,+
2367711,CDS,Rv2108,2368257,2368477,1380,+
2369729,CDS,Rv2109c,2369659,2369879,1381,-
2370771,Primary.TSS,Rv2110c,2370701,2370921,1381,-
2370857,Primary.TSS,Rv2111c,2370787,2371007,1381,-
2372569,CDS,Rv2112c,2372499,2372719,1382,-
2372628,Primary.TSS,Rv2113,2372478,2372698,1383,+
2373833,Primary.TSS,Rv2114,2373683,2373903,1383,+
2376329,Primary.TSS,Rv2115c,2376259,2376479,1384,-
2376419,Primary.TSS,Rv2116,2376269,2376489,1385,+
2377148,CDS,Rv2117,2376998,2377218,1385,+
2378312,CDS,Rv2118c,2378242,2378462,1386,-
2378386,Primary.TSS,Rv2119,2378236,2378456,1387,+
2379727,CDS,Rv2120c,2379657,2379877,1388,-
2380926,Primary.TSS,Rv2121c,2380856,2381076,1389,-
2380944,CDS,Rv2122c,2380874,2381094,1389,-
2381071,CDS,Rv2123,2380921,2381141,1390,+
2386067,Primary.TSS,Rv2124c,2385997,2386217,1391,-
2386293,Primary.TSS,Rv2125,2386143,2386363,1392,+
2387972,CDS,Rv2126c,2387902,2388122,1393,-
2388551,Primary.TSS,Rv2127,2388401,2388621,1394,+
2389914,Primary.TSS,Rv2128,2389764,2389984,1394,+
2391189,Primary.TSS,Rv2129c,2391119,2391339,1395,-
2392459,Primary.TSS,Rv2130c,2392389,2392609,1395,-
2393317,Primary.TSS,Rv2131c,2393247,2393467,1396,-
2393411,Primary.TSS,Rv2132,2393261,2393481,1397,+
2394639,CDS,Rv2133c,2394569,2394789,1398,-
2395240,Primary.TSS,Rv2134c,2395170,2395390,1398,-
2396011,CDS,Rv2135c,2395941,2396161,1399,-
2397210,Primary.TSS,Rv2136c,2397140,2397360,1399,-
2397315,CDS,Rv2137c,2397245,2397465,1400,-
2397245,Primary.TSS,Rv2138,2397095,2397315,1401,+
2398260,Primary.TSS,Rv2139,2398110,2398330,1402,+
2400328,CDS,Rv2140c,2400258,2400478,1403,-
2401722,CDS,Rv2141c,2401652,2401872,1404,-
2402510,CDS,Rv2142c,2402440,2402660,1405,-
2402977,CDS,Rv2143,2402827,2403047,1407,+
2404550,Primary.TSS,Rv2144c,2404480,2404700,1407,-
2405472,Primary.TSS,Rv2145c,2405402,2405622,1408,-
2406018,Primary.TSS,Rv2146c,2405948,2406168,1409,-
2406841,Primary.TSS,Rv2147c,2406771,2406991,1410,-
2407616,CDS,Rv2148c,2407546,2407766,1410,-
2408374,CDS,Rv2149c,2408304,2408524,1410,-
2409625,Primary.TSS,Rv2150c,2409555,2409775,1410,-
2410641,CDS,Rv2151c,2410571,2410791,1411,-
2412122,CDS,Rv2152c,2412052,2412272,1411,-
2413351,CDS,Rv2153c,2413281,2413501,1411,-
2415170,Primary.TSS,Rv2154c,2415100,2415320,1411,-
2416394,CDS,Rv2155c,2416324,2416544,1411,-
2417475,CDS,Rv2156c,2417405,2417625,1411,-
2419004,CDS,Rv2157c,2418934,2419154,1411,-
2420643,Primary.TSS,Rv2158c,2420573,2420793,1411,-
2421665,CDS,Rv2159c,2421595,2421815,1411,-
2422608,Primary.TSS,Rv2160A,2422538,2422758,1412,-
2422003,CDS,Rv2160c,2421933,2422153,1413,-
2423170,Primary.TSS,Rv2161c,2423100,2423320,1414,-
2424904,Primary.TSS,Rv2162c,2424834,2425054,1415,-
2427087,CDS,Rv2163c,2427017,2427237,1416,-
2428238,CDS,Rv2164c,2428168,2428388,1416,-
2429503,Primary.TSS,Rv2165c,2429433,2429653,1416,-
2429897,Primary.TSS,Rv2166c,2429827,2430047,1416,-
2431199,CDS,Rv2167c,2431129,2431349,1417,-
2431420,CDS,Rv2168c,2431350,2431570,1417,-
2432038,Primary.TSS,Rv2169c,2431968,2432188,1418,-
2432235,CDS,Rv2170,2432085,2432305,1419,+
2432909,Primary.TSS,Rv2171,2432759,2432979,1420,+
2434655,Primary.TSS,Rv2172c,2434585,2434805,1421,-
2434776,Primary.TSS,Rv2173,2434626,2434846,1422,+
2435909,CDS,Rv2174,2435759,2435979,1422,+
2437886,CDS,Rv2175c,2437816,2438036,1423,-
2437941,Primary.TSS,Rv2176,2437791,2438011,1424,+
2439947,CDS,Rv2177c,2439877,2440097,1425,-
2441720,Primary.TSS,Rv2178c,2441650,2441870,1426,-
2442317,CDS,Rv2179c,2442247,2442467,1427,-
2443214,CDS,Rv2180c,2443144,2443364,1427,-
2443302,CDS,Rv2181,2443152,2443372,1428,+
2445418,Primary.TSS,Rv2182c,2445348,2445568,1429,-
2446044,Primary.TSS,Rv2183c,2445974,2446194,1430,-
2446946,CDS,Rv2184c,2446876,2447096,1430,-
2447600,Primary.TSS,Rv2185c,2447530,2447750,1431,-
2447994,Primary.TSS,Rv2186c,2447924,2448144,1432,-
2448112,Primary.TSS,Rv2187,2447962,2448182,1433,+
2451150,CDS,Rv2188c,2451080,2451300,1434,-
2452020,CDS,Rv2189c,2451950,2452170,1435,-
2453325,Primary.TSS,Rv2190c,2453255,2453475,1436,-
2453819,CDS,Rv2191,2453669,2453889,1437,+
2456743,Primary.TSS,Rv2192c,2456673,2456893,1438,-
2456876,Primary.TSS,Rv2193,2456726,2456946,1439,+
2457443,Primary.TSS,Rv2194,2457293,2457513,1440,+
2458392,CDS,Rv2195,2458242,2458462,1440,+
2459678,CDS,Rv2196,2459528,2459748,1440,+
2462148,CDS,Rv2197c,2462078,2462298,1441,-
2463138,Primary.TSS,Rv2198c,2463068,2463288,1441,-
2463793,Primary.TSS,Rv2199c,2463723,2463943,1442,-
2464836,Primary.TSS,Rv2200c,2464766,2464986,1442,-
2464997,CDS,Rv2201,2465950,2466170,1443,+
2468062,Primary.TSS,Rv2202c,2467992,2468212,1444,-
2468140,Primary.TSS,Rv2203,2467990,2468210,1445,+
2469383,Primary.TSS,Rv2204c,2469313,2469533,1446,-
2470463,CDS,Rv2205c,2470393,2470613,1447,-
2470622,Primary.TSS,Rv2206,2470472,2470692,1448,+
2471411,CDS,Rv2207,2471261,2471481,1449,+
2472493,CDS,Rv2208,2472343,2472563,1449,+
2473279,Primary.TSS,Rv2209,2473129,2473349,1450,+
2475970,Primary.TSS,Rv2210c,2475900,2476120,1451,-
2477181,CDS,Rv2211c,2477111,2477331,1452,-
2477190,CDS,Rv2212,2477040,2477260,1453,+
2478338,CDS,Rv2213,2478188,2478408,1453,+
2481740,Primary.TSS,Rv2214c,2481670,2481890,1454,-
2481870,Primary.TSS,Rv2215,2481720,2481940,1455,+
2483626,CDS,Rv2216,2483476,2483696,1455,+
2484584,CDS,Rv2217,2484434,2484654,1456,+
2485273,Primary.TSS,Rv2218,2485123,2485343,1456,+
2486232,Primary.TSS,Rv2219,2486082,2486302,1456,+
2487478,Primary.TSS,Rv2219A,2487408,2487628,1457,-
2487544,Primary.TSS,Rv2220,2487394,2487614,1458,+
2492353,CDS,Rv2221c,2492283,2492503,1459,-
2493745,Primary.TSS,Rv2222c,2493675,2493895,1460,-
2495399,CDS,Rv2223c,2495329,2495549,1461,-
2497023,CDS,Rv2224c,2496953,2497173,1462,-
2497678,Primary.TSS,Rv2225,2497528,2497748,1463,+
2498779,Primary.TSS,Rv2226,2498629,2498849,1464,+
2500931,CDS,Rv2227,2500781,2501001,1465,+
2502738,CDS,Rv2228c,2502668,2502888,1466,-
2503472,CDS,Rv2229c,2503402,2503622,1466,-
2504608,CDS,Rv2230c,2504538,2504758,1466,-
2505699,CDS,Rv2231c,2505629,2505849,1466,-
2506278,CDS,Rv2232,2506128,2506348,1467,+
2507146,CDS,Rv2234,2506996,2507216,1467,+
2507540,Primary.TSS,Rv2235,2507390,2507610,1467,+
2509375,CDS,Rv2236c,2509305,2509525,1468,-
2509415,Primary.TSS,Rv2237,2509265,2509485,1469,+
2511646,Primary.TSS,Rv2238c,2511576,2511796,1470,-
2511652,CDS,Rv2239c,2511582,2511802,1470,-
2512487,CDS,Rv2240c,2512417,2512637,1470,-
2512398,Primary.TSS,Rv2241,2512248,2512468,1471,+
2515304,CDS,Rv2242,2516258,2516478,1472,+
2516787,Primary.TSS,Rv2243,2516637,2516857,1473,+
2517306,Primary.TSS,Rv2244,2517156,2517376,1474,+
2517935,Primary.TSS,Rv2245,2517785,2518005,1474,+
2519396,CDS,Rv2246,2519246,2519466,1474,+
2520743,CDS,Rv2247,2520593,2520813,1474,+
2522360,CDS,Rv2248,2522210,2522430,1475,+
2524791,CDS,Rv2249c,2524721,2524941,1476,-
2525372,Primary.TSS,Rv2250A,2525222,2525442,1477,+
2525354,CDS,Rv2250c,2525284,2525504,1478,-
2525565,CDS,Rv2251,2525415,2525635,1479,+
2526989,CDS,Rv2252,2526839,2527059,1479,+
2527984,CDS,Rv2253,2527834,2528054,1480,+
2528975,CDS,Rv2254c,2528905,2529125,1481,-
2529385,Primary.TSS,Rv2255c,2529315,2529535,1481,-
2529953,Primary.TSS,Rv2256c,2529883,2530103,1482,-
2530822,CDS,Rv2257c,2530752,2530972,1483,-
2532212,Primary.TSS,Rv2258c,2532142,2532362,1483,-
2532245,Primary.TSS,Rv2259,2532095,2532315,1484,+
2533330,CDS,Rv2260,2533180,2533400,1484,+
2534464,CDS,Rv2261c,2534394,2534614,1485,-
2535552,CDS,Rv2262c,2535482,2535702,1485,-
2535641,CDS,Rv2263,2535491,2535711,1486,+
2537696,CDS,Rv2264c,2537626,2537846,1487,-
2538704,Primary.TSS,Rv2265,2538554,2538774,1488,+
2540066,Primary.TSS,Rv2266,2539916,2540136,1489,+
2542810,CDS,Rv2267c,2542740,2542960,1490,-
2544276,CDS,Rv2268c,2544206,2544426,1490,-
2544621,CDS,Rv2269c,2544551,2544771,1490,-
2544382,Primary.TSS,Rv2270,2544232,2544452,1491,+
2545285,Primary.TSS,Rv2271,2545135,2545355,1492,+
2545737,CDS,Rv2272,2545587,2545807,1493,+
2546102,CDS,Rv2273,2545952,2546172,1493,+
2546805,CDS,Rv2274c,2546735,2546955,1494,-
2546790,Primary.TSS,Rv2275,2546640,2546860,1495,+
2547749,CDS,Rv2276,2547599,2547819,1495,+
2550029,CDS,Rv2277c,2549959,2550179,1496,-
2550065,CDS,Rv2278,2549915,2550135,1497,+
2550388,CDS,Rv2279,2550238,2550458,1497,+
2551518,Primary.TSS,Rv2280,2551368,2551588,1498,+
2553173,CDS,Rv2281,2554616,2554836,1499,+
2555876,CDS,Rv2282c,2555806,2556026,1500,-
2555941,CDS,Rv2283,2555791,2556011,1501,+
2556145,Primary.TSS,Rv2284,2555995,2556215,1501,+
2557473,Primary.TSS,Rv2285,2557323,2557543,1501,+
2559569,CDS,Rv2286c,2559499,2559719,1502,-
2559703,CDS,Rv2287,2559553,2559773,1503,+
2561328,CDS,Rv2288,2561178,2561398,1503,+
2561476,Primary.TSS,Rv2289,2561326,2561546,1503,+
2562553,Primary.TSS,Rv2290,2562403,2562623,1504,+
2562953,Primary.TSS,Rv2291,2562803,2563023,1505,+
2564253,CDS,Rv2292c,2564183,2564403,1506,-
2565112,Primary.TSS,Rv2293c,2565042,2565262,1506,-
2565327,CDS,Rv2294,2565177,2565397,1507,+
2566767,Primary.TSS,Rv2295,2566617,2566837,1508,+
2567504,CDS,Rv2296,2567354,2567574,1509,+
2568099,Primary.TSS,Rv2297,2567949,2568169,1509,+
2569082,Primary.TSS,Rv2298,2568932,2569152,1510,+
2572025,Primary.TSS,Rv2299c,2571955,2572175,1511,-
2573008,CDS,Rv2300c,2572938,2573158,1512,-
2573015,Primary.TSS,Rv2301,2572865,2573085,1513,+
2573813,CDS,Rv2302,2573663,2573883,1514,+
2575019,CDS,Rv2303c,2574949,2575169,1515,-
2575598,Primary.TSS,Rv2304c,2575528,2575748,1515,-
2575809,CDS,Rv2305,2575659,2575879,1516,+
2577108,CDS,Rv2306A,2576958,2577178,1516,+
2577488,CDS,Rv2306B,2577338,2577558,1516,+
2579419,CDS,Rv2307A,2579349,2579569,1517,-
2579935,CDS,Rv2307B,2579865,2580085,1518,-
2578696,CDS,Rv2307c,2578626,2578846,1520,-
2580328,Primary.TSS,Rv2307D,2580258,2580478,1519,-
2580163,Primary.TSS,Rv2308,2580013,2580233,1521,+
2583045,CDS,Rv2309A,2582895,2583115,1522,+
2582298,CDS,Rv2309c,2582228,2582448,1523,-
2583435,CDS,Rv2310,2583285,2583505,1524,+
2583884,CDS,Rv2311,2583734,2583954,1525,+
2584486,CDS,Rv2312,2584485,2584705,1526,+
2585906,Primary.TSS,Rv2313c,2585836,2586056,1527,-
2587527,Primary.TSS,Rv2314c,2587457,2587677,1527,-
2588804,CDS,Rv2315c,2588734,2588954,1527,-
2588838,CDS,Rv2316,2588688,2588908,1528,+
2589697,CDS,Rv2317,2589547,2589767,1528,+
2590518,CDS,Rv2318,2590368,2590588,1528,+
2592726,CDS,Rv2319c,2592656,2592876,1529,-
2594153,CDS,Rv2320c,2594083,2594303,1529,-
2594699,CDS,Rv2321c,2594629,2594849,1529,-
2595364,CDS,Rv2322c,2595294,2595514,1529,-
2596269,CDS,Rv2323c,2596199,2596419,1529,-
2595883,Primary.TSS,Rv2324,2595733,2595953,1530,+
2597857,CDS,Rv2325c,2597787,2598007,1531,-
2599947,CDS,Rv2326c,2599877,2600097,1531,-
2599988,Primary.TSS,Rv2327,2599838,2600058,1532,+
2600682,Primary.TSS,Rv2328,2600532,2600752,1533,+
2603499,Primary.TSS,Rv2329c,2603429,2603649,1534,-
2604222,Primary.TSS,Rv2330c,2604152,2604372,1535,-
2604297,CDS,Rv2331,2604168,2604388,1536,+
2604318,Primary.TSS,Rv2331A,2604168,2604388,1537,+
2605108,CDS,Rv2332,2604958,2605178,1537,+
2608321,CDS,Rv2333c,2608251,2608471,1538,-
2608526,Primary.TSS,Rv2334,2608376,2608596,1539,+
2609732,CDS,Rv2335,2609582,2609802,1539,+
2610783,Primary.TSS,Rv2336,2610633,2610853,1540,+
2613080,Primary.TSS,Rv2337c,2613010,2613230,1541,-
2614103,Primary.TSS,Rv2338c,2614033,2614253,1542,-
2614556,Primary.TSS,Rv2339,2614406,2614626,1543,+
2618971,Primary.TSS,Rv2340c,2618901,2619121,1544,-
2619597,CDS,Rv2341,2619447,2619667,1545,+
2620244,Primary.TSS,Rv2342,2620094,2620314,1546,+
2622452,Primary.TSS,Rv2343c,2622382,2622602,1547,-
2623752,CDS,Rv2344c,2623682,2623902,1547,-
2623821,Primary.TSS,Rv2345,2623671,2623891,1548,+
2626195,Primary.TSS,Rv2346c,2626125,2626345,1549,-
2626552,Primary.TSS,Rv2347c,2626482,2626702,1550,-
2627046,Primary.TSS,Rv2348c,2626976,2627196,1551,-
2628698,CDS,Rv2349c,2628628,2628848,1552,-
2630376,Primary.TSS,Rv2350c,2630306,2630526,1553,-
2632075,CDS,Rv2351c,2632005,2632225,1554,-
2634166,Primary.TSS,Rv2352c,2634096,2634316,1555,-
2635592,CDS,Rv2353c,2635522,2635742,1556,-
2635628,CDS,Rv2354,2635478,2635698,1557,+
2635951,CDS,Rv2355,2635801,2636021,1557,+
2639550,Primary.TSS,Rv2356c,2639480,2639700,1558,-
2641118,Primary.TSS,Rv2357c,2641048,2641268,1559,-
2641246,CDS,Rv2358,2641096,2641316,1560,+
2641650,CDS,Rv2359,2641500,2641720,1560,+
2642676,Primary.TSS,Rv2360c,2642606,2642826,1561,-
2643468,CDS,Rv2361c,2643398,2643618,1561,-
2644258,Primary.TSS,Rv2362c,2644188,2644408,1561,-
2644318,Primary.TSS,Rv2363,2644168,2644388,1562,+
2646673,CDS,Rv2364c,2646603,2646823,1563,-
2647088,CDS,Rv2365c,2647018,2647238,1564,-
2648365,Primary.TSS,Rv2366c,2648295,2648515,1564,-
2648908,Primary.TSS,Rv2367c,2648838,2649058,1564,-
2650036,Primary.TSS,Rv2368c,2649966,2650186,1564,-
2650248,CDS,Rv2369c,2650178,2650398,1564,-
2651558,CDS,Rv2370c,2651488,2651708,1564,-
2651753,CDS,Rv2371,2651603,2651823,1565,+
2652825,CDS,Rv2372c,2652755,2652975,1566,-
2653987,CDS,Rv2373c,2653917,2654137,1566,-
2655126,Primary.TSS,Rv2374c,2655056,2655276,1567,-
2655221,Primary.TSS,Rv2375,2655071,2655291,1568,+
2656157,Primary.TSS,Rv2376c,2656087,2656307,1569,-
2656430,CDS,Rv2377c,2656360,2656580,1570,-
2657703,CDS,Rv2378c,2657633,2657853,1570,-
2662085,CDS,Rv2379c,2662015,2662235,1570,-
2667115,CDS,Rv2380c,2667045,2667265,1570,-
2670269,CDS,Rv2381c,2670199,2670419,1571,-
2671603,CDS,Rv2382c,2671533,2671753,1571,-
2675837,CDS,Rv2383c,2675767,2675987,1571,-
2675936,CDS,Rv2384,2675786,2676006,1572,+
2677729,CDS,Rv2385,2677579,2677799,1573,+
2680012,Primary.TSS,Rv2386c,2679942,2680162,1574,-
2680334,Primary.TSS,Rv2387,2680184,2680404,1575,+
2683187,Primary.TSS,Rv2388c,2683117,2683337,1576,-
2683712,CDS,Rv2389c,2683642,2683862,1577,-
2684313,Primary.TSS,Rv2390c,2684243,2684463,1577,-
2684487,Primary.TSS,Rv2391,2684337,2684557,1578,+
2686367,CDS,Rv2392,2686217,2686437,1578,+
2687128,CDS,Rv2393,2686978,2687198,1578,+
2688010,CDS,Rv2394,2687860,2688080,1578,+
2690072,Primary.TSS,Rv2395,2689922,2690142,1579,+
2692651,Primary.TSS,Rv2396,2692501,2692721,1580,+
2695172,Primary.TSS,Rv2397c,2695102,2695322,1581,-
2695799,CDS,Rv2398c,2695729,2695949,1581,-
2696647,CDS,Rv2399c,2696577,2696797,1581,-
2697910,Primary.TSS,Rv2400c,2697840,2698060,1581,-
2697728,CDS,Rv2401,2697760,2697980,1582,+
2698240,Primary.TSS,Rv2401A,2698170,2698390,1583,-
2698415,Primary.TSS,Rv2402,2698265,2698485,1584,+
2701290,CDS,Rv2403c,2701220,2701440,1585,-
2703248,CDS,Rv2404c,2703178,2703398,1585,-
2703236,Primary.TSS,Rv2405,2703086,2703306,1586,+
2704466,Primary.TSS,Rv2406c,2704396,2704616,1587,-
2704697,CDS,Rv2407,2704547,2704767,1588,+
2706017,CDS,Rv2408,2705881,2706101,1589,+
2707333,CDS,Rv2409c,2707263,2707483,1590,-
2708310,CDS,Rv2410c,2708240,2708460,1590,-
2710428,Primary.TSS,Rv2411c,2710358,2710578,1590,-
2710044,Primary.TSS,Rv2412,2709894,2710114,1591,+
2711301,CDS,Rv2413c,2711231,2711451,1592,-
2712965,Primary.TSS,Rv2414c,2712895,2713115,1592,-
2713784,CDS,Rv2415c,2713714,2713934,1592,-
2715334,Primary.TSS,Rv2416c,2715264,2715484,1593,-
2716314,CDS,Rv2417c,2716244,2716464,1594,-
2717138,CDS,Rv2418c,2717068,2717288,1595,-
2717799,CDS,Rv2419c,2717729,2717949,1595,-
2718176,CDS,Rv2420c,2718106,2718326,1595,-
2718833,Primary.TSS,Rv2421c,2718763,2718983,1595,-
2719083,CDS,Rv2422,2718933,2719153,1596,+
2719597,CDS,Rv2423,2719447,2719667,1597,+
2721777,CDS,Rv2424c,2721707,2721927,1598,-
2723308,CDS,Rv2425c,2723238,2723458,1599,-
2724183,CDS,Rv2426c,2724113,2724333,1599,-
2726087,CDS,Rv2427Ac,2726017,2726237,1600,-
2725477,CDS,Rv2427c,2725407,2725627,1600,-
2726152,Primary.TSS,Rv2428,2726002,2726222,1601,+
2726806,CDS,Rv2429,2726656,2726876,1601,+
2727920,CDS,Rv2430c,2727850,2728070,1602,-
2728493,Primary.TSS,Rv2431c,2728423,2728643,1603,-
2728847,CDS,Rv2432c,2728777,2728997,1604,-
2729134,CDS,Rv2433c,2729064,2729284,1604,-
2730560,CDS,Rv2434c,2730490,2730710,1604,-
2732749,CDS,Rv2435c,2732679,2732899,1604,-
2733230,CDS,Rv2436,2733080,2733300,1605,+
2734376,CDS,Rv2437,2734226,2734446,1606,+
2736709,CDS,Rv2438A,2736684,2736904,1607,+
2736834,Primary.TSS,Rv2438c,2736764,2736984,1608,-
2738247,CDS,Rv2439c,2738177,2738397,1609,-
2739686,CDS,Rv2440c,2739616,2739836,1609,-
2740032,CDS,Rv2441c,2739962,2740182,1610,-
2740495,Primary.TSS,Rv2442c,2740425,2740645,1610,-
2740594,Primary.TSS,Rv2443,2740444,2740664,1611,+
2745227,Primary.TSS,Rv2444c,2745157,2745377,1612,-
2745724,Primary.TSS,Rv2445c,2745654,2745874,1613,-
2746138,CDS,Rv2446c,2746068,2746288,1614,-
2747598,CDS,Rv2447c,2747528,2747748,1614,-
2750255,Primary.TSS,Rv2448c,2750185,2750405,1614,-
2751572,Primary.TSS,Rv2449c,2751502,2751722,1615,-
2752180,CDS,Rv2450c,2752110,2752330,1616,-
2752262,CDS,Rv2451,2752112,2752332,1617,+
2752994,CDS,Rv2452c,2752924,2753144,1618,-
2753623,CDS,Rv2453c,2753553,2753773,1618,-
2754746,CDS,Rv2454c,2754676,2754896,1618,-
2756747,Primary.TSS,Rv2455c,2756677,2756897,1618,-
2758192,CDS,Rv2456c,2758122,2758342,1619,-
2759541,Primary.TSS,Rv2457c,2759471,2759691,1619,-
2759779,CDS,Rv2458,2759629,2759849,1620,+
2760741,Primary.TSS,Rv2459,2760591,2760811,1621,+
2763175,CDS,Rv2460c,2763105,2763325,1622,-
2763807,Primary.TSS,Rv2461c,2763737,2763957,1622,-
2765561,Primary.TSS,Rv2462c,2765491,2765711,1623,-
2765505,Primary.TSS,Rv2463,2765355,2765575,1624,+
2768150,Primary.TSS,Rv2464c,2768080,2768300,1625,-
2768159,CDS,Rv2465c,2768089,2768309,1625,-
2768884,CDS,Rv2466c,2768814,2769034,1626,-
2768986,Primary.TSS,Rv2467,2768836,2769056,1627,+
2772340,Primary.TSS,Rv2468c,2772270,2772490,1628,-
2773044,Primary.TSS,Rv2469c,2772974,2773194,1629,-
2773168,Primary.TSS,Rv2470,2773018,2773238,1630,+
2773564,CDS,Rv2471,2773414,2773634,1630,+
2775272,CDS,Rv2472,2775122,2775342,1631,+
